item-id	version1	version2	category	type	levenshtein	char-delta	char-delta-abs	capitalization	whitespace	punctuation	hyphenation	numbers	abbreviation	cond-major	cond-minor	exp-major	exp-minor	insertion	deletion	combination	cat=copyedit	cat=tbc	type-tbc
01452-2	"this,"" he said. ""Sympathy"	this: Sympathy	tbc	condensation-major	12	11	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01457-1	"any more."""	"anymore."""	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01459-1	"""Hmm..."""	"""Hmm .."	copyedit	combination	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
01460-1		Park	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01462-1	3am	three a.m.	copyedit	numbers-involved	8	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01464-1		had	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01466-1	emails	e-mails	copyedit	hyphenation-only	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01467-1	Degree	degree	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01467-2	"Mechanical Engineering,"""	"mechanical engineering,"""	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01467-3	grumbled to herself.	muttered.	tbc	condensation-major	14	11	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01470-1		that	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01470-2	were	was	tbc	condensation-minor	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01473-1	Posting	She posted	tbc	expansion-major	8	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01473-2	servers, she	servers and	tbc	condensation-minor	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01473-3	email	e-mail	copyedit	hyphenation-only	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01476-1	the first	the.first	copyedit	combination	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
01476-2	17 images.	seventeen images,	copyedit	numbers-involved	10	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01477-1	she	she'd	tbc	expansion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01479-1	on	of	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
01484-1	"""Um..."""	"""Um... """	copyedit	whitespace-only	1	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01486-1	Quickly bringing	She brought	tbc	condensation-major	12	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01486-2	intranet, she	intranet and	tbc	condensation-minor	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01486-3	missions.	missions,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01489-1	uh-huh.... Ok...	uh-huh... Okay...	tbc	expansion-minor	3	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01495-1	Kapoor...		tbc	deletion-major	9	9	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01496-1	Yes, the Director of Mars Missions...	Kapoor....	tbc	condensation-major	31	27	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01497-1	and	an	tbc	condensation-minor	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01499-1		To have the director of Mars operations visiting SatCon was unusual.	tbc	insertion-major	68	-68	68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01500-1		Seeing him in jeans and a T-shirt was even more unusual.	tbc	insertion-major	56	-56	56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01502-1	He asked, looking mildly annoyed.		tbc	deletion-major	33	33	33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01503-1	"""Yeah,"""	he asked with the scowl of a man operating on two hours of sleep.	tbc	expansion-major	62	-58	58	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01504-1		"""Yes"""	tbc	insertion-minor	5	-5	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01508-1	"""Urn,"""	"""Um,"""	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01509-1	"""Urn,"	"""Um,"	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01521-1		winced at her own awkwardness and	tbc	insertion-major	33	-33	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01526-1	ok,	okay,	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01537-1	torn	tom	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01548-1	"computer. ""This"	"computer, ""this"	copyedit	combination	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
01550-1	"""Ok,"	"""Okay,"	copyedit	abreviation-only	2	-2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01553-1	"pop tents."""	"pop-tents."""	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01555-1	"uh..."""	"uh... ,"""	copyedit	combination	2	-2	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
01555-2	puzzled.	furrowing his brow.	tbc	expansion-major	17	-11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01556-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01557-1	pop tents	pop-tents	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01561-1	"""Um,"" Mindy stammered,"		tbc	deletion-major	22	22	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01562-1	20	twenty	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01566-1	tears forming.	fighting back tears.	tbc	expansion-major	18	-6	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01571-1	She	she	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01573-1	"""Oh..."""	"""Oh...,"""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01574-1	"god..."""	"God..."" '"	copyedit	combination	3	-2	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
01577-1	Director of Media Relations		tbc	deletion-major	27	27	27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01580-1	rubbed	glared across	tbc	expansion-major	11	-7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01580-2	forehead.	immaculate mahogany desk at his director of media relations.	tbc	expansion-major	54	-51	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01581-1		"""Not helping, Annie."""	tbc	insertion-major	21	-21	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01582-1		He turned to his director of Mars operations.	tbc	insertion-major	45	-45	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01584-1	"100 %,"""	"a hundred percent,"""	copyedit	numbers-involved	16	-12	12	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01587-1	"""Not helping, Annie,"""		tbc	deletion-major	21	21	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01588-1	said.	moved a folder on his desk slightly to the right so it would line up with his mouse pad.	tbc	expansion-major	84	-83	83	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01589-1		"""It is what it is."	tbc	insertion-major	18	-18	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01590-1		"We have to deal with it."""	tbc	insertion-major	25	-25	25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01591-1	shitstorm	shit storm	copyedit	whitespace-only	1	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01591-2	gonna'	gonna	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01591-3	She	she	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01592-1		"""You don't have to face those damn reporters every day. I do!"""	tbc	insertion-major	62	-62	62	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01595-1	"body."""	"body,"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01600-1	pop tents	pop-tents	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01601-1	km/h	kph	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01601-2	be	have been	tbc	expansion-major	7	-7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01606-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01607-1	13	thirteen	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01608-1	table	desk	tbc	condensation-minor	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01612-1	frowned.	absently rotated the picture to be parallel with the edges of his desk.	tbc	expansion-major	65	-63	63	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01624-1	endanger	have endangered	tbc	expansion-major	7	-7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01625-1	interrupted.	said.	tbc	condensation-major	10	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01627-1	CAPCOM	CAP-COM	copyedit	hyphenation-only	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01627-2	this shit		tbc	deletion-major	9	9	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01628-1		Rather than answer,	tbc	insertion-major	19	-19	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01629-1	After a few moments, Teddy sighed.		tbc	deletion-major	34	34	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01630-1	"he said. ""If"	"Teddy said, ""if"	tbc	expansion-major	6	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01649-1	"take,"" he asked."	"take?"" he,asked."	copyedit	combination	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
01650-1	said,	said.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01650-2	24	twenty-four	copyedit	numbers-involved	11	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01650-3	make them public.	release them.	tbc	condensation-major	12	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01651-1	release	send out	tbc	expansion-major	7	-1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01654-1	"""Ok,"""	"""Okay,"""	copyedit	abreviation-only	2	-2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01655-1	"""This is so fucked up,"""	"""That'll be fun,"""	tbc	condensation-major	14	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01655-2	said.	grumbled.	tbc	expansion-major	7	-4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01664-1	for	from	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01676-1	"later today."""	"tomorrow."""	tbc	condensation-major	9	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01682-1	"""Yeah,"	"""Yes,"	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01690-1	20	twenty	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01690-2	12	twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01691-1	multi-billion dollar communication	multibillion-dollar communications	tbc	tbc	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
01694-1	said	Said	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01695-1	"""He's"	"""he's"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01697-1	"strong-"""	"strong,"""	copyedit	combination	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0
01698-1	"it."""	"it,"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01702-1	14	fourteen	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01703-1	"""17"	"' ""Seventeen"	copyedit	numbers-involved	11	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01704-1	"""14"	"""Fourteen"	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01705-1	"""No"	"""No,"	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01705-2	17	seventeen.	copyedit	numbers-involved	9	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01707-1	interrupted.	interrupted,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01711-1	2	two	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01714-1	"""Ok,"""	"""Okay,"""	copyedit	abreviation-only	2	-2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01718-1	back-up communication	backup communications	tbc	tbc	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
01723-1	back-up	backup	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01731-1		in	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01736-1	said.	said,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01737-1	communication	communications	tbc	expansion-minor	1	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01747-1	him.	him,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01749-1		This was going to be rough and Annie knew it.	tbc	insertion-major	45	-45	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01750-1		Not only did she have to deliver the biggest mea culpa in NASA's history, every second of it would b?	tbc	insertion-major	101	-101	101	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01751-1		remembered forever.	tbc	insertion-major	19	-19	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01752-1		Every movement of her arms, intonation of her voice, and expression on her face would be seen by millions of people over and over again.	tbc	insertion-major	136	-136	136	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01753-1		Not just in the immediate press cycle, but for decades to come.	tbc	insertion-major	63	-63	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01754-1		Every documentary made about Watney's situation would have this clip.	tbc	insertion-major	69	-69	69	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01755-1		She was confident that none of that concern showed on her face as she took to the podium.	tbc	insertion-major	89	-89	89	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01756-1	Annie said.	she said to the assembled reporters.	tbc	expansion-major	30	-25	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01758-1	"seats,"""	"seats."""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01760-1	A reporter	Bryan Hess from NBC	tbc	expansion-major	16	-9	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01763-1	mingled a bit,	milled about and	tbc	expansion-major	9	-2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01763-2	short	brief	tbc	tbc	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
01764-1	short,	short	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01765-1	hour.	hour,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01765-2	Mars,	Mars	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01767-1		A week after the stunning announcement, it was still the top story on every news network in the world.	tbc	insertion-major	102	-102	102	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01768-1	said.	whispered to Annie.	tbc	expansion-major	16	-14	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01769-1	countered.	whispered back.	tbc	expansion-major	10	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01770-1		The two stood with countless other NASA managers and executives bunched up on the small stage in the press room.	tbc	insertion-major	112	-112	112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01771-1		They faced a pit of hungry reporters, all desperate for any scrap of new information.	tbc	insertion-major	85	-85	85	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01772-1	the crowded press room.		tbc	deletion-major	23	23	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01773-1	Managers		tbc	deletion-major	8	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01773-2	every department stood shoulder to shoulder in the back, while reporters crammed		tbc	deletion-major	80	80	80	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01773-3	pit.		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01774-1	Teddy	side door.	tbc	expansion-major	8	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01775-1		He	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01776-1	we're	we've	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
01779-1	our	out	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
01784-1	Media Relations	media relations	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01785-1	site,	site	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01785-2	him	Mark	tbc	expansion-minor	4	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01793-1	Earth,	Earth	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01797-1	"Venk?"""	"Venk? """	copyedit	whitespace-only	1	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01811-1	"""It's"	"""it's"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01813-1	MDV.	MDV?	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01822-1	MAV.		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01823-1	"This would require a massive design and construction effort, but JPL says they can make it happen."""	"MAV."""	tbc	condensation-major	97	94	94	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01828-1	said,	said.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01828-2	"people in a very dangerous landing, re-liftoff, re-landing process."""	"people."""	tbc	condensation-major	60	60	60	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01830-1	Hermes,	Hermes	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01831-1	mission	mission,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01835-1	ok	okay	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01846-1	He	he	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01848-1	gave	.gave	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01849-1	"psychology?"""	"psychology? """	copyedit	whitespace-only	1	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01856-1	Chapter	CHAPTER	copyedit	capitalization-only	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01862-1	'70's	seventies	copyedit	numbers-involved	8	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01864-1	long term.	long-term.	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01869-1	Crater, 3,200 km	crater, 3200 kilometers	copyedit	numbers-involved	10	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01871-1	watched	Watched	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01872-1	18	eighteen	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01873-1	48	forty-eight	copyedit	numbers-involved	11	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01874-1	soft-landing	soft landing	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01875-1	4	four	copyedit	numbers-involved	4	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01875-2	20	twenty	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01876-1	11	eleven	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01877-1	Using less fuel	It left before us	tbc	expansion-major	14	-2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01877-2	taking a longer route, it		tbc	deletion-major	25	25	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01877-3	there	here	tbc	condensation-minor	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01877-4	as us.	we did.	tbc	expansion-minor	5	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01879-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01882-1	3200	Thirty-two hundred	copyedit	numbers-involved	18	-13	13	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01884-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01892-1	4	four	copyedit	numbers-involved	4	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01896-1	en-route,	en route,	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01896-2	cells.	cells, so	tbc	expansion-minor	4	-3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01902-1	"""Great"	Great	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01902-2	"37."""	37	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01905-1	10 km	10-kilometer	copyedit	numbers-involved	8	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01906-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01908-1	9000 Wh	9000-watt-hour	copyedit	numbers-involved	9	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01909-1	l's	I's	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
01916-1	5	five	copyedit	numbers-involved	4	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01917-1	24/4	twenty-four and a half	copyedit	numbers-involved	22	-18	18	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01918-1	W.	watts.	copyedit	abreviation-only	5	-4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01919-1	Wh	watt hours	tbc	expansion-major	9	-8	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01921-1	Me.	me.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01922-1	"""warm blooded"""	"""warm-blooded"""	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01923-1		just turn off the heater and	tbc	insertion-major	28	-28	28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01926-1	And because I need to bundle up anyway, I can deactivate the heater outright and use all the power for motion (minus a negligible amount for computer, life support, etc.)		tbc	deletion-major	170	170	170	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01927-1	Wh	watt hours	tbc	expansion-major	9	-8	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01927-2	km,	kilometer,	copyedit	abreviation-only	7	-7	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01927-3	Wh	watt hours for motion (minus a negligible amount for computer, life support, etc.)	tbc	expansion-major	81	-80	80	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01928-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01930-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01936-1	3Vi	three and a half	copyedit	numbers-involved	16	-13	13	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01937-1	I'd like to charge the battery up during the rest of the day.		tbc	deletion-major	61	61	61	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01939-1	13	thirteen	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01941-1	of		tbc	deletion-minor	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01942-1	%	percent	copyedit	abreviation-only	7	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01943-1	(Compared	(compared	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
01943-2	those spoiled Earthlings get).	Earth gets).	tbc	condensation-major	20	18	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
01944-1	28	twenty-eight	copyedit	numbers-involved	12	-10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01945-1	14	fourteen	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01946-1	7	seven	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01951-1	l's	1's	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01956-1	is	was	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01956-2	too. It's	too,	tbc	condensation-major	6	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
